EstablishmentID,InspectionDate,InspectionID,EstTypeDesc,premise_name,premise_adr1_num,premise_adr1_street,premise_city,premise_state,premise_zip,InspectionType,score,InspTypeSpecificViolID,ViolationDesc,critical_yn,Insp_Viol_Comments,rpt_area_id,ObjectId
112529,6/5/2023 4:00:00 AM,1761061,FOOD SERVICE,INSOMNIA COOKIES,948,BAXTER AVE,LOUISVILLE,KY,40204,REGULAR,94,53,SEWAGE AND WASTEWATER PROPERLY DISPOSED,Yes,Sewage and waste water not disposed of in an approved manner. Only toilet in facility is not flushing. Establishment is closed until the toilet is repaired. ,605,2398
112529,6/5/2023 4:00:00 AM,1761061,FOOD SERVICE,INSOMNIA COOKIES,948,BAXTER AVE,LOUISVILLE,KY,40204,REGULAR,94,52,PLUMBING INSTALLED; PROPER BACKFLOW DEVICES,Yes,Plumbing system is not installed to preclude backflow. (hose connected to mop sink fixture is stored inside the mos sink well. ,605,2399
112470,7/6/2023 4:00:00 AM,1769558,FOOD SERVICE,IMPELLIZZERI'S PIZZA,4933,BROWNSBORO RD,LOUISVILLE,KY,40222,REGULAR,88,21,PROPER COLD HOLDING TEMPERATURES,Yes,"TCS food not maintained at 5°C (41°F) or below.  Meatballs, cooked chicken, ham and fresh mozzarella holding at 57 degrees F and above in roll top cooler on pizza make line.  Items quarantined and voluntarily discarded.",605,2400
110004,1/3/2024 5:00:00 AM,1815464,FOOD SERVICE,DOC'S BOURBON ROOM,129,W MAIN ST,LOUISVILLE,KY,40202,REGULAR,94,29,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, USED",Yes,Toxic items not properly stored.,605,2401
120406,12/20/2023 5:00:00 AM,1813548,FOOD SERVICE,MCDONALD'S #1148,1212,W BROADWAY,LOUISVILLE,KY,40203,REGULAR,91,53,SEWAGE AND WASTEWATER PROPERLY DISPOSED,Yes,Sewage and waste water not disposed of in an approved manner. (Prep sink),605,2402
101122,3/21/2024 4:00:00 AM,1833239,FOOD SERVICE (HOSPITAL / NURSING HOME,ACTIVE DAY OF WATTERSON PARK,1920,GOLDSMITH LN,LOUISVILLE,KY,40218,REGULAR,96,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,Food-contact surfaces not cleaned and sanitized (Inside ice machine has large build up of mold- PIC unplugged and put a ""do not use"" sign on it- they will use bagged ice until ice machine can be properly cleaned). ,605,2403
41569,11/30/2023 5:00:00 AM,1808383,FOOD SERVICE,DITTOS,1114,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,95,53,SEWAGE AND WASTEWATER PROPERLY DISPOSED,Yes,Sewage and waste water not disposed of in an approved manner (hand sink leak).,605,2404
120406,12/20/2023 5:00:00 AM,1813548,FOOD SERVICE,MCDONALD'S #1148,1212,W BROADWAY,LOUISVILLE,KY,40203,REGULAR,91,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below.  - Whipped cream holding at 55 degrees F (Discarded).,605,2405
120406,12/20/2023 5:00:00 AM,1813548,FOOD SERVICE,MCDONALD'S #1148,1212,W BROADWAY,LOUISVILLE,KY,40203,REGULAR,91,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,"Employees eating, drinking, or smoking in unauthorized area.  Personal drinks stored on the prep tables (Discarded).",605,2406
109770,12/26/2023 5:00:00 AM,1814245,FOOD SERVICE,MASHALLAH AFRICAN RESTAURANT,4109,BARDSTOWN RD STE 104,LOUISVILLE,KY,40218,REGULAR,89,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below.  - Reach-in units holding at 50 degrees F and 70 degrees F (Discarded) - Issued a quarantine order.,605,2407
109770,12/26/2023 5:00:00 AM,1814245,FOOD SERVICE,MASHALLAH AFRICAN RESTAURANT,4109,BARDSTOWN RD STE 104,LOUISVILLE,KY,40218,REGULAR,89,25,PROPER DATE MARKING AND DISPOSITION,Yes,"Food not marked to indicate the date or day by which the food shall be consumed, sold or discarded.",605,2408
101768,12/1/2023 5:00:00 AM,1808844,SELF-CONTAINED MOBILE FOOD UNITS,DAKSHIN EXPRESS,,MOBILE UNIT 5697,LOUISVILLE,KY,40202,REGULAR,92,52,PLUMBING INSTALLED; PROPER BACKFLOW DEVICES,Yes,No water available.,605,2409
101768,12/1/2023 5:00:00 AM,1808844,SELF-CONTAINED MOBILE FOOD UNITS,DAKSHIN EXPRESS,,MOBILE UNIT 5697,LOUISVILLE,KY,40202,REGULAR,92,8,HANDS CLEAN AND PROPERLY WASHED,Yes,Hands not washed properly.,605,2410
32384,2/7/2024 5:00:00 AM,1823704,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,STRATHMOOR EDUCATION CENTER,2201,HAWTHORNE AVE,LOUISVILLE,KY,40205,REGULAR,97,52,PLUMBING INSTALLED; PROPER BACKFLOW DEVICES,Yes,No hot water available.,605,2411
104047,9/5/2024 4:00:00 AM,1877642,FOOD SERVICE,SARINO,1030,GOSS AVE,LOUISVILLE,KY,40217,REGULAR,84,10,Adequate hand washing facilities supplied and accessible,No,Individual disposable towels and/or hand drying device not provided at lavatory or hand sink.  Hand washing sink is not accessible.  Hand cleaner not provided at lavatory or hand washing sink.,605,2412
104047,9/5/2024 4:00:00 AM,1877642,FOOD SERVICE,SARINO,1030,GOSS AVE,LOUISVILLE,KY,40217,REGULAR,84,14,"REQUIRED RECORDS, SHELLSTOCK TAGS, PARASITE DESTRUCTION",Yes,Lack of last shellstock sold or recorded on tag or label.,605,2413
104047,9/5/2024 4:00:00 AM,1877642,FOOD SERVICE,SARINO,1030,GOSS AVE,LOUISVILLE,KY,40217,REGULAR,84,21,PROPER COLD HOLDING TEMPERATURES,Yes,"TCS food not maintained at 5°C (41°F) or below. (cheese, tomatoes held on ice holding at 53 degrees farenheit).",605,2414
104047,9/5/2024 4:00:00 AM,1877642,FOOD SERVICE,SARINO,1030,GOSS AVE,LOUISVILLE,KY,40217,REGULAR,84,25,PROPER DATE MARKING AND DISPOSITION,Yes,Food kept passed expiration date (eggplant).,605,2415
104047,9/5/2024 4:00:00 AM,1877642,FOOD SERVICE,SARINO,1030,GOSS AVE,LOUISVILLE,KY,40217,REGULAR,84,51,Hot and cold water available; adequate pressure; plumbing maintained,No,Plumbing not maintained in good repair. (ice build up in walk-in freezer).,605,2416
104047,9/5/2024 4:00:00 AM,1877642,FOOD SERVICE,SARINO,1030,GOSS AVE,LOUISVILLE,KY,40217,REGULAR,84,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,Personal drinks on prep line.,605,2417
104047,9/5/2024 4:00:00 AM,1877642,FOOD SERVICE,SARINO,1030,GOSS AVE,LOUISVILLE,KY,40217,REGULAR,84,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,The approved sanitizing solution for manual/mechanical ware-washing is not at the proper concentration. (santizer in dishwasher at bar area).,605,2418
104047,9/5/2024 4:00:00 AM,1877642,FOOD SERVICE,SARINO,1030,GOSS AVE,LOUISVILLE,KY,40217,REGULAR,84,49,"Ware washing facilities:  installed, maintained, used, test strips",No,No chemical test kit. (need chlorine test strips),605,2419
104047,9/5/2024 4:00:00 AM,1877642,FOOD SERVICE,SARINO,1030,GOSS AVE,LOUISVILLE,KY,40217,REGULAR,84,2,Certified food protection manager,No,No certified food manager present.,605,2420
118593,9/18/2024 4:00:00 AM,1881313,FOOD SERVICE,LOU LOU ON MARKET,812,E MARKET ST,LOUISVILLE,KY,40206,REGULAR,93,30,"COMPLIANCE WITH VARIANCE, SPECIALIZED PROCESS & HACCP PLAN",Yes,The permit holder is not complying with the HACCP plan or procedures.  The permit holder is not monitoring/providing to the regulatory authority procedural records from monitoring/verification of the HACCP plan.  cease and desist order for vacuum sealing issued. Vacuum sealed product held longer than 48 hours must be discarded/ less than 48 hours must be opened. ,605,2421
119550,11/14/2023 5:00:00 AM,1804718,SELF-CONTAINED MOBILE FOOD UNITS,MAMBO LATIN FOOD,,MOBILE TRAILER 1249,LOUISVILLE,KY,40202,REGULAR,78,48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",No,"Food/nonfood-contact surface is not durable, corrosion resistant and nonabsorbent.  Food/nonfood-contact surface is not smooth and easily cleanable.  remove film from equipment.",605,2422
107193,12/28/2023 5:00:00 AM,1814673,FOOD SERVICE,BAMBI BAR,2701,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,82,56,"Physical facilities installed, maintained and clean",No,Items not necessary to the operation are present in or around the establishment.  Floors not clean (excessive grease build up around fryer and stove)  Walls not clean.  Hood vents not clean.  ,605,2423
94825,11/16/2023 5:00:00 AM,1805687,FOOD SERVICE,SUBWAY #382,5338,S 3RD ST,LOUISVILLE,KY,40214,REGULAR,95,22,PROPER HOT HOLDING TEMPERATURES,Yes,TCS food not maintained at 57°C (135°F) or above.,605,2424
122405,8/29/2024 4:00:00 AM,1875944,SELF-CONTAINED MOBILE FOOD UNITS,LOS PLEBES FOOD TRAILER,,MOBILE TRAILER 5814,LOUISVILLE,KY,40202,REGULAR,85,22,PROPER HOT HOLDING TEMPERATURES,Yes,TCS food not maintained at 57°C (135°F) or above. (Rice) ,605,2425
118593,9/18/2024 4:00:00 AM,1881313,FOOD SERVICE,LOU LOU ON MARKET,812,E MARKET ST,LOUISVILLE,KY,40206,REGULAR,93,21,PROPER COLD HOLDING TEMPERATURES,Yes,"TCS food not maintained at 5°C (41°F) or below. (proteins, diary, cut vegetables, seafood, cooked pasta held between 48-60 degrees.   discarded ",605,2426
105197,5/13/2024 4:00:00 AM,1846765,FOOD SERVICE,EL NOPAL,4414,DIXIE HWY,LOUISVILLE,KY,40216,REGULAR,91,58,"INSECTS, RODENTS AND ANIMALS NOT PRESENT",Yes,live insects observed in dishwasher area and stock room,605,2427
105197,5/13/2024 4:00:00 AM,1846765,FOOD SERVICE,EL NOPAL,4414,DIXIE HWY,LOUISVILLE,KY,40216,REGULAR,91,25,PROPER DATE MARKING AND DISPOSITION,Yes,several items in walk in not properly date marked,605,2428
88211,5/22/2024 4:00:00 AM,1849564,FOOD SERVICE,HEINE BROTHERS COFFEE,822,EASTERN PKWY,LOUISVILLE,KY,40217,REGULAR,93,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below. (milk and creamer at 52 degrees farenheit).,605,2429
88211,5/22/2024 4:00:00 AM,1849564,FOOD SERVICE,HEINE BROTHERS COFFEE,822,EASTERN PKWY,LOUISVILLE,KY,40217,REGULAR,93,58,"INSECTS, RODENTS AND ANIMALS NOT PRESENT",Yes,"Presence of insects. (Observed multiple dead adult roaches within the facility, must have a lisenced pest control company come out and provide service and provide proof of invoice at the follow-up inspection).",605,2430
118469,5/31/2024 4:00:00 AM,1851773,FOOD SERVICE,CON HUEVOS,10639,MEETING ST,PROSPECT,KY,40059,REGULAR,82,8,HANDS CLEAN AND PROPERLY WASHED,Yes,Hands not washed to prevent contamination from previous task.  Hands not washed properly.,605,2431
118469,5/31/2024 4:00:00 AM,1851773,FOOD SERVICE,CON HUEVOS,10639,MEETING ST,PROSPECT,KY,40059,REGULAR,82,10,Adequate hand washing facilities supplied and accessible,No,Individual disposable towels and/or hand drying device not provided at lavatory or hand sink.  Hand cleaner not provided at lavatory or hand washing sink.,605,2432
118469,5/31/2024 4:00:00 AM,1851773,FOOD SERVICE,CON HUEVOS,10639,MEETING ST,PROSPECT,KY,40059,REGULAR,82,15,Food separated and protected,No,Raw animal foods not separated by type based on minimum cook temperatures. (Chicken),605,2433
118469,5/31/2024 4:00:00 AM,1851773,FOOD SERVICE,CON HUEVOS,10639,MEETING ST,PROSPECT,KY,40059,REGULAR,82,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,The approved sanitizing solution for manual/mechanical ware-washing is not at the proper concentration.,605,2434
118469,5/31/2024 4:00:00 AM,1851773,FOOD SERVICE,CON HUEVOS,10639,MEETING ST,PROSPECT,KY,40059,REGULAR,82,21,PROPER COLD HOLDING TEMPERATURES,Yes,"TCS food not maintained at 5°C (41°F) or below. (Rice, Cheese, Eggs, Cut Tomatoes at 50F - Discarded)",605,2435
118469,5/31/2024 4:00:00 AM,1851773,FOOD SERVICE,CON HUEVOS,10639,MEETING ST,PROSPECT,KY,40059,REGULAR,82,29,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, USED",Yes,Toxic items not properly labeled. (Spray Bottles),605,2436
118469,5/31/2024 4:00:00 AM,1851773,FOOD SERVICE,CON HUEVOS,10639,MEETING ST,PROSPECT,KY,40059,REGULAR,82,34,Proper cooling methods used; adequate equipment for temperature control,No,Lack of properly maintained refrigeration unit for TCS food.,605,2437
118469,5/31/2024 4:00:00 AM,1851773,FOOD SERVICE,CON HUEVOS,10639,MEETING ST,PROSPECT,KY,40059,REGULAR,82,36,Approved thawing methods used,No,Improper thawing method being used for TCS food. (Chicken),605,2438
118469,5/31/2024 4:00:00 AM,1851773,FOOD SERVICE,CON HUEVOS,10639,MEETING ST,PROSPECT,KY,40059,REGULAR,82,45,"Utensil, equipment and linens:  properly stored, dried, handled",No,Utensils not being properly air dried after sanitization.,605,2439
118469,5/31/2024 4:00:00 AM,1851773,FOOD SERVICE,CON HUEVOS,10639,MEETING ST,PROSPECT,KY,40059,REGULAR,82,54,"Toilet facilities:  properly constructed, supplied, cleaned",No,Toilet room door not self-closing. ,605,2440
123212,9/5/2024 4:00:00 AM,1877566,FOOD SERVICE,SICHUAN HOUSE,7309,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,81,15,Food separated and protected,No,Ready-to-eat food subject to contamination by raw animal product. (Raw meat stored over sauce containers.),605,2441
123212,9/5/2024 4:00:00 AM,1877566,FOOD SERVICE,SICHUAN HOUSE,7309,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,81,46,"Single use/single service articles:  properly stored, used",No,Single service handles not stored facing one direction to minimize hand contact with the business end or with the handle facing upright.,605,2442
123212,9/5/2024 4:00:00 AM,1877566,FOOD SERVICE,SICHUAN HOUSE,7309,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,81,10,Adequate hand washing facilities supplied and accessible,No,Hand sink being used for purposes other than hand washing.,605,2443
123212,9/5/2024 4:00:00 AM,1877566,FOOD SERVICE,SICHUAN HOUSE,7309,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,81,48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",No,"Equipment is not maintained in good repair or does not allow for proper adjustment. (Use of adhesive tape on reach-in freezer.)  Food/nonfood-contact surface is not durable, corrosion resistant and nonabsorbent. (Lining counter with absorbent and soiled towels.)",605,2444
123212,9/5/2024 4:00:00 AM,1877566,FOOD SERVICE,SICHUAN HOUSE,7309,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,81,50,Nonfood-contact surfaces clean,No,Nonfood-contact surfaces have accumulation of soil. (Reach-in freezers) (Microwave),605,2445
123212,9/5/2024 4:00:00 AM,1877566,FOOD SERVICE,SICHUAN HOUSE,7309,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,81,44,"In-use utensils, properly stored",No,Utensil handle in contact with food.,605,2446
123212,9/5/2024 4:00:00 AM,1877566,FOOD SERVICE,SICHUAN HOUSE,7309,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,81,39,"Contamination prevented during food preparation, storage and display",No,Food not stored at least 6 inches above the floor.,605,2447
123212,9/5/2024 4:00:00 AM,1877566,FOOD SERVICE,SICHUAN HOUSE,7309,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,81,11,FOOD OBTAINED FROM APPROVED SOURCE,Yes,Food from unapproved source. (Whole chickens without stamps or proof of source information available.),605,2448
123212,9/5/2024 4:00:00 AM,1877566,FOOD SERVICE,SICHUAN HOUSE,7309,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,81,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,Improper storage of employee food/drinks. (Personal drink stored next to and above clean dishware.),605,2449
123212,9/5/2024 4:00:00 AM,1877566,FOOD SERVICE,SICHUAN HOUSE,7309,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,81,25,PROPER DATE MARKING AND DISPOSITION,Yes,"Food not clearly marked to indicate the date or day by which the food shall be consumed, sold or discarded.",605,2450
123212,9/5/2024 4:00:00 AM,1877566,FOOD SERVICE,SICHUAN HOUSE,7309,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,81,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,Food-contact surfaces not cleaned and sanitized. (Knives stored with clean dishware observed as visibly soiled.),605,2451
84757,9/23/2024 4:00:00 AM,1882582,FOOD SERVICE,MI CASITA ON 4TH,520,S 4TH ST,LOUISVILLE,KY,40202,REGULAR,90,21,PROPER COLD HOLDING TEMPERATURES,Yes,"TCS food not maintained at 5°C (41°F) or below. (various raw meat, house made salsa, cheese sauce, milk, chopped lettuce, refried beans all at 48F or above.  Quarantined and voluntarily discarded.)",605,2452
84757,9/23/2024 4:00:00 AM,1882582,FOOD SERVICE,MI CASITA ON 4TH,520,S 4TH ST,LOUISVILLE,KY,40202,REGULAR,90,29,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, USED",Yes,Toxic items not properly stored. (corrected),605,2453
105479,8/27/2024 4:00:00 AM,1875186,FOOD SERVICE (HOSPITAL / NURSING HOME,BEEHIVE MEMORY CARE,8802,SMYRNA PKWY,LOUISVILLE,KY,40228,REGULAR,96,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,The approved sanitizing solution for mechanical ware-washing is not at the proper concentration.,605,2454
122405,8/29/2024 4:00:00 AM,1875944,SELF-CONTAINED MOBILE FOOD UNITS,LOS PLEBES FOOD TRAILER,,MOBILE TRAILER 5814,LOUISVILLE,KY,40202,REGULAR,85,8,HANDS CLEAN AND PROPERLY WASHED,Yes,Hands not washed properly.,605,2455
122405,8/29/2024 4:00:00 AM,1875944,SELF-CONTAINED MOBILE FOOD UNITS,LOS PLEBES FOOD TRAILER,,MOBILE TRAILER 5814,LOUISVILLE,KY,40202,REGULAR,85,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below.  See attached quarantine sheet.,605,2456
74656,12/6/2023 5:00:00 AM,1815431,FOOD SERVICE,PF CHANG'S,9120,SHELBYVILLE RD,LOUISVILLE,KY,40222,REGULAR,93,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below.  (discarded),605,2457
119550,11/14/2023 5:00:00 AM,1804718,SELF-CONTAINED MOBILE FOOD UNITS,MAMBO LATIN FOOD,,MOBILE TRAILER 1249,LOUISVILLE,KY,40202,REGULAR,78,49,"Ware washing facilities:  installed, maintained, used, test strips",No,No chlorine test strips.,605,2458
84844,3/7/2024 5:00:00 AM,1830245,FOOD SERVICE,HOTEL LOUISVILLE,120,W BROADWAY,LOUISVILLE,KY,40202,REGULAR,80,13,"FOOD IN GOOD CONDITION, SAFE, AND UNADULTERATED",Yes,expired dairy  - discarded,605,2459
120505,12/4/2023 5:00:00 AM,1809251,FOOD SERVICE,UMAMI BUFFET,5362,DIXIE HWY,LOUISVILLE,KY,40216,REGULAR,93,25,PROPER DATE MARKING AND DISPOSITION,Yes,containers of prepared foods in walk in fridge need to be date labelled,605,2460
114820,1/3/2024 5:00:00 AM,1815302,FOOD SERVICE (HOSPITAL / NURSING HOME,VITALITY LIVING STONY BROOK,3451,S HURSTBOURNE PKWY,LOUISVILLE,KY,40299,REGULAR,85,13,"FOOD IN GOOD CONDITION, SAFE, AND UNADULTERATED",Yes,"Moldy cheese, cooked meat and salad at walk-in cooler - Discarded.",605,2461
84844,3/7/2024 5:00:00 AM,1830245,FOOD SERVICE,HOTEL LOUISVILLE,120,W BROADWAY,LOUISVILLE,KY,40202,REGULAR,80,15,Food separated and protected,No,raw meat stored over deli meat in walk in fridge - corrected,605,2462
118944,12/18/2023 5:00:00 AM,1813309,FOOD SERVICE,QDOBA #2632,312,S 4TH ST,LOUISVILLE,KY,40202,REGULAR,90,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below.,605,2463
114820,1/3/2024 5:00:00 AM,1815302,FOOD SERVICE (HOSPITAL / NURSING HOME,VITALITY LIVING STONY BROOK,3451,S HURSTBOURNE PKWY,LOUISVILLE,KY,40299,REGULAR,85,25,PROPER DATE MARKING AND DISPOSITION,Yes,"Food not marked to indicate the date or day by which the food shall be consumed, sold or discarded.  Food not discarded after expiration date (Cottage Cheese, Yogurt, Deli salads) in walk-in & reach-in cooler (Discarded).",605,2464
119550,11/14/2023 5:00:00 AM,1804718,SELF-CONTAINED MOBILE FOOD UNITS,MAMBO LATIN FOOD,,MOBILE TRAILER 1249,LOUISVILLE,KY,40202,REGULAR,78,51,Hot and cold water available; adequate pressure; plumbing maintained,No,No hot running water under pressure. *corrected,605,2465
120505,12/4/2023 5:00:00 AM,1809251,FOOD SERVICE,UMAMI BUFFET,5362,DIXIE HWY,LOUISVILLE,KY,40216,REGULAR,93,30,"COMPLIANCE WITH VARIANCE, SPECIALIZED PROCESS & HACCP PLAN",Yes,"sushi rice neds to be tested with a meter for pH, test strips can not be used to determine pH",605,2466
31824,11/8/2023 5:00:00 AM,1803239,SCHOOL CAFETERIA OR FOOD SERVICE,ST. ATHANASIUS SCHOOL,5915,OUTER LOOP,LOUISVILLE,KY,40219,REGULAR,97,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,The approved sanitizing solution for mechanical ware-washing is not at the proper concentration.,605,2467
122405,8/29/2024 4:00:00 AM,1875944,SELF-CONTAINED MOBILE FOOD UNITS,LOS PLEBES FOOD TRAILER,,MOBILE TRAILER 5814,LOUISVILLE,KY,40202,REGULAR,85,52,PLUMBING INSTALLED; PROPER BACKFLOW DEVICES,Yes,The hot water generation/distribution system is not sufficient to meet peak hot water demands.,605,2468
94685,9/21/2023 4:00:00 AM,1802103,SELF-CONTAINED MOBILE FOOD UNITS,BLACKBEARD ESPRESSO,,MOBILE UNIT,LOUISVILLE,KY,40202,REGULAR,97,52,PLUMBING INSTALLED; PROPER BACKFLOW DEVICES,Yes,Provide hot water.,605,2469
114820,1/3/2024 5:00:00 AM,1815302,FOOD SERVICE (HOSPITAL / NURSING HOME,VITALITY LIVING STONY BROOK,3451,S HURSTBOURNE PKWY,LOUISVILLE,KY,40299,REGULAR,85,9,NO BARE HAND CONTACT WITH READY-TO-EAT FOODS OR APPROVED ALTERNATE METHOD FOLLOWED,Yes,Bare hand contact with ready to eat foods (Handling fruits without gloves for infused water at Memory Care Kitchenette).,605,2470
84844,3/7/2024 5:00:00 AM,1830245,FOOD SERVICE,HOTEL LOUISVILLE,120,W BROADWAY,LOUISVILLE,KY,40202,REGULAR,80,10,Adequate hand washing facilities supplied and accessible,No,hand soap needed at handsinks,605,2471
31806,9/18/2024 4:00:00 AM,1881358,SCHOOL CAFETERIA OR FOOD SERVICE,ANCHORAGE PUBLIC SCHOOL,11400,RIDGE RD,LOUISVILLE,KY,40223,REGULAR,92,8,HANDS CLEAN AND PROPERLY WASHED,Yes,Hands not washed properly.  Hands not washed to prevent contamination from previous task.,605,2472
